Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Committed_Lead_Days,Actual_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator,Source,Destination,Mode,Avg_Transit_Days,Weather_Disruption_Index,Route Risk Score,Backup Route Availability,Peak_Congestion_Indicator,vendor_id,vendor_name,Reliability_score,avg_lead_days,past_incident_count,Quality_Rejection_Rate (%),Supplier_Dependency_Index,collaboration_tenure
O2032,C02,V015,R023,07-05-2007,05-07-2007,29-06-2007,50,750,12.75,59,53,700,1,0,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O2033,C02,V002,R018,08-05-2007,15-06-2007,19-06-2007,50,273,12.75,38,42,223,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O2034,C02,V011,R007,08-05-2007,22-06-2007,14-07-2007,50,143,12.75,45,67,93,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2035,C02,V013,R001,10-05-2007,25-05-2007,09-06-2007,50,50,12.75,15,30,0,0,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O2036,C02,V009,R004,11-05-2007,25-05-2007,18-05-2007,50,388,12.75,14,7,338,1,0,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O2037,C04,V010,R026,12-05-2007,08-06-2007,13-06-2007,56,408,65.2,27,32,352,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O2038,C03,V009,R012,12-05-2007,21-06-2007,05-07-2007,266,417,88,40,54,151,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O2039,C03,V014,R029,14-05-2007,20-05-2007,05-06-2007,365,612,88,6,22,247,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2040,C02,V009,R024,18-05-2007,11-07-2007,02-07-2007,100,184,12.75,54,45,84,1,0,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O2041,C02,V010,R024,20-05-2007,26-05-2007,12-06-2007,73,273,12.75,6,23,200,1,1,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O2042,C04,V004,R005,21-05-2007,05-06-2007,27-06-2007,232,406,65.2,15,37,174,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V004,Delta Traders,92,3,2,1,35,3
O2043,C03,V001,R014,22-05-2007,06-07-2007,30-07-2007,436,750,88,45,69,314,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V001,Alpha Metals,81,3,1,2.6,49,6
O2044,C05,V004,R030,23-05-2007,09-06-2007,17-06-2007,299,750,37,17,25,451,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O2045,C02,V002,R030,24-05-2007,01-07-2007,30-07-2007,50,460,12.75,38,67,410,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O2046,C01,V011,R021,24-05-2007,09-07-2007,15-07-2007,50,73,25.5,46,52,23,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2047,C02,V011,R028,24-05-2007,09-07-2007,14-07-2007,53,238,12.75,46,51,185,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2048,C02,V011,R009,25-05-2007,29-06-2007,27-07-2007,164,379,12.75,35,63,215,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2049,C02,V005,R017,25-05-2007,17-06-2007,17-07-2007,108,163,12.75,23,53,55,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V005,Epsilon Corp,68,10,1,5,70,1
O2050,C01,V014,R023,26-05-2007,11-07-2007,02-08-2007,493,750,25.5,46,68,257,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2051,C03,V014,R003,26-05-2007,06-07-2007,08-07-2007,148,750,88,41,43,602,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O2052,C03,V005,R028,27-05-2007,17-06-2007,17-06-2007,98,328,88,21,21,230,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V005,Epsilon Corp,68,10,1,5,70,1
O2053,C05,V004,R019,30-05-2007,21-06-2007,17-07-2007,527,750,37,22,48,223,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V004,Delta Traders,92,3,2,1,35,3
O2054,C01,V014,R012,30-05-2007,13-06-2007,14-06-2007,244,341,25.5,14,15,97,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2055,C05,V014,R001,30-05-2007,16-07-2007,08-07-2007,53,750,37,47,39,697,1,0,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2056,C01,V002,R002,30-05-2007,21-07-2007,24-07-2007,129,750,25.5,52,55,621,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O2057,C01,V004,R023,30-05-2007,09-07-2007,01-08-2007,83,382,25.5,40,63,299,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O2058,C01,V006,R006,31-05-2007,30-06-2007,05-07-2007,50,152,25.5,30,35,102,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O2059,C03,V015,R009,02-06-2007,01-08-2007,31-08-2007,50,394,88,60,90,344,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O2060,C03,V006,R010,02-06-2007,08-07-2007,11-07-2007,50,174,88,36,39,124,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O2061,C05,V015,R004,03-06-2007,07-07-2007,03-08-2007,257,750,37,34,61,493,1,1,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O2062,C05,V008,R020,03-06-2007,19-06-2007,16-07-2007,233,564,37,16,43,331,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V008,Theta Supplies,72,3,0,4.3,35,4
O2063,C01,V009,R030,06-06-2007,21-06-2007,08-07-2007,50,473,25.5,15,32,423,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O2064,C05,V011,R017,08-06-2007,29-07-2007,20-07-2007,50,50,37,51,42,0,0,0,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2065,C01,V005,R016,08-06-2007,08-07-2007,03-07-2007,127,713,25.5,30,25,586,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V005,Epsilon Corp,68,10,1,5,70,1
O2066,C04,V010,R004,08-06-2007,03-07-2007,25-07-2007,50,344,65.2,25,47,294,1,1,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O2067,C02,V002,R002,09-06-2007,23-06-2007,11-07-2007,75,75,12.75,14,32,0,0,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O2068,C05,V014,R018,10-06-2007,06-07-2007,16-07-2007,50,50,37,26,36,0,0,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2069,C03,V014,R014,11-06-2007,16-07-2007,10-08-2007,347,750,88,35,60,403,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O2070,C04,V002,R003,13-06-2007,28-07-2007,08-08-2007,50,750,65.2,45,56,700,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O2071,C05,V013,R025,15-06-2007,06-08-2007,11-08-2007,50,181,37,52,57,131,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O2072,C05,V004,R005,16-06-2007,09-07-2007,04-08-2007,160,750,37,23,49,590,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V004,Delta Traders,92,3,2,1,35,3
O2073,C03,V002,R005,16-06-2007,10-08-2007,27-08-2007,104,200,88,55,72,96,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V002,Beta Supplies,76,9,4,4.2,64,1
O2074,C04,V012,R027,17-06-2007,27-07-2007,19-08-2007,225,344,65.2,40,63,119,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O2075,C05,V006,R030,17-06-2007,10-07-2007,12-07-2007,50,723,37,23,25,673,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O2076,C02,V008,R007,17-06-2007,08-08-2007,20-08-2007,203,325,12.75,52,64,122,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O2077,C05,V015,R020,19-06-2007,25-06-2007,10-07-2007,58,433,37,6,21,375,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V015,Omicron Co.,81,3,0,4.4,69,7
O2078,C02,V007,R002,22-06-2007,30-06-2007,28-07-2007,264,351,12.75,8,36,87,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O2079,C02,V008,R030,22-06-2007,12-08-2007,22-08-2007,50,212,12.75,51,61,162,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O2080,C01,V010,R001,23-06-2007,21-07-2007,04-08-2007,50,333,25.5,28,42,283,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O2081,C01,V013,R022,23-06-2007,04-08-2007,02-08-2007,50,76,25.5,42,40,26,1,0,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O2082,C03,V014,R008,24-06-2007,14-07-2007,11-07-2007,85,229,88,20,17,144,1,0,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2083,C04,V005,R019,26-06-2007,14-07-2007,08-08-2007,50,316,65.2,18,43,266,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O2084,C05,V008,R013,26-06-2007,25-07-2007,26-07-2007,50,750,37,29,30,700,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O2085,C05,V007,R021,27-06-2007,19-07-2007,11-08-2007,50,750,37,22,45,700,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2086,C03,V003,R003,27-06-2007,04-08-2007,02-08-2007,190,227,88,38,36,37,1,0,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O2087,C02,V009,R009,28-06-2007,22-07-2007,02-08-2007,50,78,12.75,24,35,28,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O2088,C03,V014,R026,30-06-2007,12-08-2007,15-08-2007,50,228,88,43,46,178,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2089,C01,V007,R017,01-07-2007,12-07-2007,06-08-2007,50,69,25.5,11,36,19,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O2090,C03,V011,R017,02-07-2007,20-08-2007,29-08-2007,50,50,88,49,58,0,0,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2091,C05,V012,R011,03-07-2007,01-09-2007,23-08-2007,50,730,37,60,51,680,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V012,Mu Materials,50,11,5,6.7,80,4
O2092,C02,V007,R010,03-07-2007,23-08-2007,31-08-2007,50,258,12.75,51,59,208,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O2093,C03,V008,R013,04-07-2007,07-09-2007,31-08-2007,190,359,88,65,58,169,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O2094,C02,V002,R011,04-07-2007,21-07-2007,09-08-2007,50,50,12.75,17,36,0,0,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V002,Beta Supplies,76,9,4,4.2,64,1
O2095,C05,V011,R011,05-07-2007,10-07-2007,16-07-2007,83,227,37,5,11,144,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2096,C02,V013,R017,06-07-2007,16-07-2007,22-07-2007,51,335,12.75,10,16,284,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O2097,C03,V006,R027,07-07-2007,08-09-2007,04-09-2007,50,78,88,63,59,28,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O2098,C01,V006,R006,08-07-2007,13-08-2007,31-08-2007,50,750,25.5,36,54,700,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O2099,C04,V001,R012,08-07-2007,19-07-2007,13-07-2007,168,276,65.2,11,5,108,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O2100,C03,V004,R020,09-07-2007,18-07-2007,23-07-2007,91,360,88,9,14,269,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V004,Delta Traders,92,3,2,1,35,3
O2101,C05,V014,R027,10-07-2007,06-08-2007,18-08-2007,63,226,37,27,39,163,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2102,C02,V015,R009,11-07-2007,18-07-2007,10-08-2007,203,383,12.75,7,30,180,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O2103,C02,V011,R002,11-07-2007,27-08-2007,30-08-2007,50,391,12.75,47,50,341,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2104,C02,V011,R016,12-07-2007,16-08-2007,04-09-2007,118,232,12.75,35,54,114,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2105,C01,V001,R020,12-07-2007,01-08-2007,12-08-2007,50,78,25.5,20,31,28,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V001,Alpha Metals,81,3,1,2.6,49,6
O2106,C04,V013,R016,14-07-2007,02-08-2007,24-08-2007,50,489,65.2,19,41,439,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V013,Nu Logistics,77,6,3,6.5,77,5
O2107,C03,V001,R016,14-07-2007,19-08-2007,01-09-2007,79,126,88,36,49,47,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V001,Alpha Metals,81,3,1,2.6,49,6
O2108,C01,V012,R007,15-07-2007,26-07-2007,22-08-2007,50,726,25.5,11,38,676,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O2109,C02,V015,R012,16-07-2007,31-08-2007,24-09-2007,50,430,12.75,46,70,380,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O2110,C05,V007,R008,16-07-2007,07-09-2007,02-09-2007,258,704,37,53,48,446,1,0,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2111,C05,V009,R020,18-07-2007,02-08-2007,21-08-2007,124,162,37,15,34,38,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V009,Iota Traders,64,6,1,8.1,80,1
O2112,C04,V014,R020,18-07-2007,24-08-2007,27-08-2007,179,750,65.2,37,40,571,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V014,Xi Exports,85,3,1,2.3,40,6
O2113,C05,V005,R025,19-07-2007,25-08-2007,09-09-2007,50,492,37,37,52,442,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V005,Epsilon Corp,68,10,1,5,70,1
O2114,C03,V014,R014,20-07-2007,23-08-2007,18-08-2007,50,750,88,34,29,700,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O2115,C03,V014,R003,21-07-2007,02-09-2007,27-09-2007,492,695,88,43,68,203,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O2116,C03,V006,R018,24-07-2007,19-09-2007,05-10-2007,50,200,88,57,73,150,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V006,Zeta Imports,87,7,1,6,66,2
O2117,C05,V003,R001,24-07-2007,07-08-2007,17-08-2007,159,342,37,14,24,183,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O2118,C02,V007,R029,24-07-2007,23-09-2007,13-09-2007,50,77,12.75,61,51,27,1,0,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2119,C03,V014,R019,25-07-2007,13-09-2007,23-09-2007,61,72,88,50,60,11,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2120,C03,V014,R002,25-07-2007,25-09-2007,21-09-2007,50,750,88,62,58,700,1,0,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O2121,C02,V011,R020,26-07-2007,20-09-2007,16-10-2007,125,750,12.75,56,82,625,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2122,C01,V001,R008,28-07-2007,18-09-2007,11-09-2007,129,159,25.5,52,45,30,1,0,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O2123,C04,V003,R003,28-07-2007,01-09-2007,24-09-2007,50,78,65.2,35,58,28,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O2124,C02,V013,R010,29-07-2007,19-08-2007,18-08-2007,206,364,12.75,21,20,158,1,0,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O2125,C03,V006,R027,29-07-2007,01-09-2007,22-09-2007,50,98,88,34,55,48,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O2126,C02,V007,R007,31-07-2007,25-08-2007,23-08-2007,115,304,12.75,25,23,189,1,0,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2127,C03,V014,R012,01-08-2007,28-08-2007,07-09-2007,50,318,88,27,37,268,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2128,C02,V003,R012,04-08-2007,16-08-2007,11-09-2007,61,166,12.75,12,38,105,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O2129,C03,V012,R018,04-08-2007,26-08-2007,24-08-2007,50,57,88,22,20,7,1,0,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O2130,C03,V006,R029,04-08-2007,01-09-2007,09-09-2007,50,339,88,28,36,289,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O2131,C05,V003,R012,07-08-2007,14-08-2007,13-08-2007,272,750,37,7,6,478,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O2132,C02,V005,R016,08-08-2007,05-09-2007,28-08-2007,50,215,12.75,28,20,165,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V005,Epsilon Corp,68,10,1,5,70,1
O2133,C02,V010,R015,09-08-2007,30-08-2007,14-09-2007,127,259,12.75,21,36,132,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O2134,C03,V015,R027,09-08-2007,10-09-2007,22-09-2007,384,710,88,32,44,326,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O2135,C02,V011,R001,10-08-2007,07-10-2007,22-10-2007,189,280,12.75,58,73,91,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2136,C02,V007,R007,12-08-2007,27-08-2007,13-09-2007,92,220,12.75,15,32,128,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2137,C05,V001,R012,12-08-2007,27-09-2007,17-09-2007,50,104,37,46,36,54,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O2138,C02,V013,R017,14-08-2007,26-09-2007,20-10-2007,50,258,12.75,43,67,208,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O2139,C03,V014,R018,15-08-2007,08-09-2007,30-08-2007,271,708,88,24,15,437,1,0,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2140,C02,V005,R018,15-08-2007,21-09-2007,12-09-2007,278,750,12.75,37,28,472,1,0,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O2141,C05,V006,R005,15-08-2007,01-09-2007,26-08-2007,645,750,37,17,11,105,1,0,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V006,Zeta Imports,87,7,1,6,66,2
O2142,C03,V006,R011,16-08-2007,21-09-2007,15-10-2007,180,309,88,36,60,129,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V006,Zeta Imports,87,7,1,6,66,2
O2143,C05,V007,R030,17-08-2007,01-09-2007,27-08-2007,50,233,37,15,10,183,1,0,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2144,C05,V015,R010,19-08-2007,30-09-2007,28-10-2007,293,729,37,42,70,436,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O2145,C02,V014,R013,20-08-2007,19-09-2007,28-09-2007,113,187,12.75,30,39,74,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O2146,C05,V002,R022,21-08-2007,12-09-2007,24-09-2007,375,619,37,22,34,244,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O2147,C02,V007,R015,21-08-2007,29-08-2007,23-09-2007,50,94,12.75,8,33,44,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O2148,C03,V001,R009,21-08-2007,27-08-2007,20-09-2007,87,188,88,6,30,101,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O2149,C02,V011,R014,22-08-2007,30-08-2007,27-08-2007,50,213,12.75,8,5,163,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2150,C05,V011,R027,22-08-2007,14-10-2007,28-10-2007,68,396,37,53,67,328,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O2151,C03,V003,R015,22-08-2007,27-09-2007,21-10-2007,439,651,88,36,60,212,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O2152,C03,V006,R024,23-08-2007,04-10-2007,15-10-2007,67,292,88,42,53,225,1,1,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O2153,C03,V003,R021,24-08-2007,16-09-2007,01-10-2007,50,50,88,23,38,0,0,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O2154,C01,V010,R015,24-08-2007,06-09-2007,21-09-2007,50,358,25.5,13,28,308,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O2155,C03,V014,R014,25-08-2007,06-10-2007,16-10-2007,333,750,88,42,52,417,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O2156,C02,V002,R008,27-08-2007,11-10-2007,30-10-2007,50,201,12.75,45,64,151,1,1,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O2157,C05,V003,R016,29-08-2007,26-10-2007,17-11-2007,750,750,37,58,80,0,0,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V003,Gamma Goods,71,8,1,4.7,47,7
O2158,C03,V001,R011,30-08-2007,30-09-2007,07-10-2007,50,70,88,31,38,20,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V001,Alpha Metals,81,3,1,2.6,49,6
O2159,C03,V003,R003,31-08-2007,17-09-2007,11-09-2007,142,287,88,17,11,145,1,0,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
